ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-29143,"University College of Physiotherapy, Faridkot",Punjab,Faridkot,www.bfuhs.ac.in,2007,Urban,Constituent / University College,University,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-6943,University College of Science,Karnataka,Tumakuru,www.ucst.ac.in,1940,Urban,Constituent / University College,University,U-0244,"Tumkur University, Tumkur",State Public University
C-55114,University College of Science and Technology,Andhra Pradesh,East Godavari,http://www.aknu.edu.in,2006,Rural,Constituent / University College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-63611,UNIVERSITY COLLEGE OF SCIENCE OSMANIA UNIVERSITY,Telangana,Hyderabad,-,-,Urban,Constituent / University College,University,U-0027,"Osmania University, Hyderabad",State Public University
C-25761,"University College of  Science, Saifabad",Telangana,Hyderabad,www.ucssou.ac.in,1951,Urban,Constituent / University College,University,U-0027,"Osmania University, Hyderabad",State Public University
C-11741,"University College of Teacher Education, Amaravathy P.O., Kumily 685 509, Idukki",Kerala,Idukki,www.cpas.ac.in,1994,Rural,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11590,"University College of Teacher Education, Government Girls High School Campus, Vaikom, Kottayam",Kerala,Kottayam,http://cte.cpas.ac.in/vkm/,1998,Urban,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11686,"University College of Teacher Education, Government Higher Secondary School, Thekkekara, Erattupetta, Kottayam",Kerala,Kottayam,https://cteetp.cpas.ac.in,1994,Rural,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11699,"University College of Teacher Education, Government High School Campus, Kudamaloor, Kottayam",Kerala,Kottayam,www.cpas.ac.in,1992,Rural,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11818,"University College of Teacher Education, Government High School Campus, Paippad, Changanacherry, Kottayam",Kerala,Kottayam,cte.cpas.ac.in/ppd/,1993,Rural,Constituent / University College,University,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11677,"University College of Teacher Education, Government High School Campus, Petta, Kanjirappally, Kottayam",Kerala,Kottayam,cte.cpas.ac.in/kpy/,1992,Urban,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11766,"University College of Teacher Education, Government High School Campus, Thodupuzha, Idukki",Kerala,Idukki,www.ctetdp.cpas.ac.in,1994,Urban,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11782,"University College of Teacher Education, Government Model High School Campus, Muvattupuzha, Ernakulam",Kerala,Ernakulam,ctemvp.CPAs.ac.in,1992,Urban,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11662,"University College of Teacher Education, Near Government Boys High School Campus, Vaikom Road, Thrippunithura, Ernakulam",Kerala,Ernakulam,www.cte.ac.in,1997,Urban,Constituent / University College,University,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11675,"University College of Teacher Education, Panchayat U.P. School Campus, Nedumkandam, Idukki",Kerala,Idukki,www.cte.cpas.ac.in,1992,Rural,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11626,"University College of Teacher Education, Thottakkad P.O., Kottayam",Kerala,Kottayam,www.cte.cpas.ac.in/tkd,1994,Rural,Constituent / University College,State Government,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-11791,"University College of Teacher Education, Vocational Higher Secondary School Campus, Elanthoor, Pathanamthitta",Kerala,Pathanamthitta,www.cte.cpas.ac.in,1992,Rural,Constituent / University College,University,U-0262,"Mahatma Gandhi University, Kottayam",State Public University
C-56749,"UNIVERSITY COLLEGE OF UNANI, YUSUFPURA CHARAI",Rajasthan,Tonk,www.raujodhpur.org,2013,Rural,Constituent / University College,University,U-0418,"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur",State Public University
C-29265,"University College, Sikhwala, Muktsar",Punjab,Sri Muktsar Sahib,www.puccs.puchd.ac.in,2011,Rural,Constituent / University College,University,U-0078,"Panjab University,Chandigarh",State Public University
C-43671,"University College, Thiruvananthapuram",Kerala,Thiruvananthapuram,www.universitycollege.ac.in,1866,Urban,Affiliated College,State Government,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-49536,UNIVERSITY COLLEGE TPD MALWA COLLEGE RAMPURA PHUL BATHINDA,Punjab,Bathinda,www.punjabiuniversity.ac.in,1968,Rural,Constituent / University College,University,U-0383,"Punjabi University, Patiala",State Public University
C-61513,UNIVERSITY COLLEG OF TECHNOLOGY AUTONOMOUS OSMANIA UNIVERSITY,Telangana,Hyderabad,-,-,Urban,Constituent / University College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-32723,University Collge of Architecture & Planning,Andhra Pradesh,Guntur,www.anu.ac.in,2009,Rural,Constituent / University College,University,U-0003,"Acharya Nagarjuna University, Guntur",State Public University
C-32742,University Collge of Sciences,Andhra Pradesh,Guntur,www.nagarjunauniversity.ac.in,1976,Rural,Constituent / University College,State Government,U-0003,"Acharya Nagarjuna University, Guntur",State Public University
C-71896,UNIVERSITY CONSTITUENT COLLEGE BENGALURU NORTH UNIVERSITY LINGARAJAPURAM,Karnataka,Bengaluru Urban,-,-,Urban,Constituent / University College,University,U-0972,BENGALURU NORTH UNIVERSITY,State Public University
C-69757,"UNIVERSITY CONSTITUENT COLLEGE TERAKANAMBI, CHAMARAJANAGA",Karnataka,Chamarajanagar,cuc.karnataka.gov.in,-,Rural,Constituent / University College,University,U-1290,CHAMARAJANAGARA UNIVERSITY,State Public University
C-63268,UNIVERSITY EVENING COLLEGE MANGALORE,Karnataka,Dakshina Kannada,www.uecmangalore.in,2015,Urban,Constituent / University College,University,U-0233,"Mangalore University, Mangalore",State Public University
C-17438,"University Evening College, University of Mysore",Karnataka,Mysuru,https://uni-mysore.ac.in/english-version/content.php?id=307,1965,Urban,Constituent / University College,University,U-0235,"University of Mysore, Mysore",State Public University
C-58421,UNIVERSITY FIRST GRADE COLLEGE MANGALAGANGOTHRI,Karnataka,Dakshina Kannada,www.mangaloreuniversity.ac.in/,2015,Rural,Constituent / University College,University,U-0233,"Mangalore University, Mangalore",State Public University
C-52012,UNIVERSITY INSTITUTE OF ENGG AND TECHNOLOGY,Haryana,Kurukshetra,www.uietkuk.ac.in,2004,Urban,Constituent / University College,State Government,U-0164,"Kurukshetra University, Kurukshetra",State Public University
C-11332,"University Institute of Information and Technology, H.P.U, Shimla",Himachal Pradesh,Shimla,www.uiit.ac.in,2000,Urban,Constituent / University College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-55833,UNIVERSITY INSTITUTE OF LAW AND MANAGEMENT STUDIES GURGAON,Haryana,Gurugram,mdu.ac.in,-,Urban,PG Center / Off-Campus Center,State Government,U-0167,"Maharshi Dayanand University, Rohtak",State Public University
C-61280,"University Institute of Management, Adoor",Kerala,Pathanamthitta,-,-,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-66660,UNIVERSITY INSTITUTE OF MANAGEMENT ALAPPUZHA,Kerala,Alappuzha,www.keralauniversity,2003,Urban,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60292,"University Institute of Management, Kollam",Kerala,Kollam,-,-,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-63378,University Institute of Management  Kundara,Kerala,Kollam,-,-,Rural,Affiliated College,State Government,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-57863,"UNIVERSITY INSTITUTE OF MANAGEMENT, PUNALUR",Kerala,Kollam,www.keralauniversity.ac.in,2013,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-55711,"University Institute Of Management,Varkala",Kerala,Thiruvananthapuram,https://www.keralauniversity.ac.in/centres-home,2008,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-58229,"University Institute of Nursing, Jalalabad, Disst. Fazilka",Punjab,Fazilka,www.bfuhs.ac.in,2016,Rural,Constituent / University College,University,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-50947,University Institute of Para Medical Sciences,Punjab,Faridkot,www.ggsmch.org,2013,Urban,Constituent / University College,University,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-46107,"University Institute of Pharmaceutical Sciences and Research, Faridkot",Punjab,Faridkot,www.bfuhs.ac.in,2011,Urban,Constituent / University College,University,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-61540,University Institute of Technology,West Bengal,Purba Bardhaman,-,-,Urban,Constituent / University College,University,U-0569,The University of Burdwan,State Public University
C-51990,"UNIVERSITY INSTITUTE OF TECHNOLOGY, ADOOR",Kerala,Pathanamthitta,www.keralauniversity.ac.in,1995,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-54397,"UNIVERSITY INSTITUTE OF TECHNOLOGY, ALAPPUZHA",Kerala,Alappuzha,www.uitalleppey.org,1995,Urban,Constituent / University College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60345,"UNIVERSITY INSTITUTE OF TECHNOLOGY, Bharanikavu",Kerala,Alappuzha,https://sites.google.com/view/uitbharanickavu/home,2018,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-59069,UNIVERSITY INSTITUTE OF TECHNOLOGY KANJIRAMKULAM,Kerala,Thiruvananthapuram,www.keralauniversity.ac.in,2017,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-51989,"UNIVERSITY INSTITUTE OF TECHNOLOGY, KARUVATTA",Kerala,Alappuzha,http://uitkaruvatta.unaux.com/?i=1,2012,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-51979,"UNIVERSITY INSTITUTE OF TECHNOLOGY, KOTTRARAKARA",Kerala,Kollam,www.uitktr.in,2008,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-54555,"UNIVERSITY INSTITUTE OF TECHNOLOGY, KURAVANKONAM, THIRUVANANTHAPURAM",Kerala,Thiruvananthapuram,keralauniversity.ac.in,1995,Urban,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-51991,"UNIVERSITY INSTITUTE OF TECHNOLOGY, MANNADY",Kerala,Pathanamthitta,keralauniversity.ac.in,2015,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60085,"UNIVERSITY INSTITUTE OF TECHNOLOGY, MANNANCHERRY REGIONAL CENTRE",Kerala,Alappuzha,www.uitmncri.com,2017,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60293,UNIVERSITY INSTITUTE OF TECHNOLOGY MANNAR,Kerala,Alappuzha,www.keralauniversity.ac.in,2013,Rural,Constituent / University College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-59556,"UNIVERSITY INSTITUTE OF TECHNOLOGY, MUHAMMA REGIONAL CENTRE, KAYIPPURAM",Kerala,Alappuzha,www.uitcharamangalam@gmail.com,2017,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-59000,"UNIVERSITY INSTITUTE OF TECHNOLOGY, MUTHUKULAM",Kerala,Alappuzha,uitmuthukulam.com,2017,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-54247,"UNIVERSITY INSTITUTE OF TECHNOLOGY, PATHANAPURAM",Kerala,Kollam,-,2000,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60098,"University Institute of Technology,Pathiyoor",Kerala,Alappuzha,https://www.keralauniversity.ac.in/uits,2017,Rural,Constituent / University College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-70078,"UNIVERSITY INSTITUTE OF TECHNOLOGY,REGIONAL CENTRE,AZHOOR",Kerala,Thiruvananthapuram,www.keralauniversity.ac.in,-,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-62105,UNIVERSITY INSTITUTE OF TECHNOLOGY REGIONAL CENTRE PALLICKAL VARKALA,Kerala,Thiruvananthapuram,-,2018,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-64062,UNIVERSITY INSTITUTE OF TECHNOLOGY REGIONAL CENTRE PARAVUR ,Kerala,Kollam,www.uitparavur.com,2018,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-52123,UNIVERSITY INSTITUTE OF TECHNOLOGY REGIONAL CENTRE PIRAPPANCODE,Kerala,Thiruvananthapuram,https://www.keralauniversity.ac.in/uit-home,2001,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-35953,"University Institute of Technology, RGPV",Madhya Pradesh,Bhopal,www.uitrgpv.ac.in,1987,Urban,Constituent / University College,University,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-58039,"UNIVERSITY INSTITUTE OF TECHNOLOGY, RGPV, SHAHDOL",Madhya Pradesh,Shahdol,http://uitshahdol.rgpv.ac.in,2015,Rural,Constituent / University College,University,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-51775,"UNIVERSITY INSTITUTE OF TECHNOLOGY, THENMALA",Kerala,Kollam,www.keralauniversity.ac.in,2012,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-60356,UNIVERSITY INSTITUTE OF TECHNOLOGY (UIT) ITTIVA,Kerala,Kollam,-,2017,Rural,Affiliated College,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-58832, University Institute of Technology(UIT)  Kallara,Kerala,Thiruvananthapuram,google.com/view/uitkallara,2017,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-52002,"UNIVERSITY INSTITUTE OF TECHNOLOGY, UNIVERSITY OF KERALA, NEYYATTINKARA REGIONAL CENTRE",Kerala,Thiruvananthapuram,https://www.uitnta.college,1995,Urban,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-63376,University institute of technology vallakkadavu,Kerala,Thiruvananthapuram,-,-,Urban,Affiliated College,State Government,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-52258,"UNIVERSITY INSTITUTE OF TECHNOLOGY, VELLARADA CENTRE",Kerala,Thiruvananthapuram,www.uitvellarada.edu.in,2015,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-62102,"University Institute of Technology, Yeroor",Kerala,Kollam,keralauniversity.ac.in,2006,Rural,Recognized Center,University,U-0260,"University of Kerala, Thiruvananthapuram",State Public University
C-27614,University Law college,Telangana,Warangal,www.kakatiya.ac.in,-,Rural,Constituent / University College,University,U-0019,"Kakatiya University, Warangal",State Public University
C-17610,University Law College,Karnataka,Bengaluru Urban,www.ulcbangalore.com,1948,Urban,Constituent / University College,University,U-0215,"Bangalore University, Bangalore",State Public University
C-39668,University Law College,Odisha,Khordha,ulc.ac.in,1975,Urban,Constituent / University College,University,U-0366,"Utkal University, Bhubaneswar",State Public University
C-44454,"UNIVERSITY LAW COLLEGE, HAZARIBAG",Jharkhand,Hazaribagh,vbu.co.in,2010,Rural,Affiliated College,University,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-38693,"University Law College Ist, Jaipur",Rajasthan,Jaipur,-,-,-,Constituent / University College,University,U-0422,University of Rajasthan,State Public University
C-38920,"University Maharani's College, Jaipur",Rajasthan,Jaipur,-,-,-,Constituent / University College,University,U-0422,University of Rajasthan,State Public University
C-62922,UNIVERSITY P G CENTER GADWAL,Telangana,JOGULAMBA GADWAL,-,-,Urban,Constituent / University College,University,U-0028,"Palamuru University,  Mahabubnagar",State Public University
C-50308,"UNIVERSITY PG COLLEGE, BHUPALAPALLY",Telangana,Warangal,kakatiya.ac.in,2013,Urban,Constituent / University College,University,U-0019,"Kakatiya University, Warangal",State Public University
C-50310,"UNIVERSITY PG COLLEGE, MAHABUBABAD",Telangana,Warangal,kakatiya.ac.in,2013,Rural,Constituent / University College,University,U-0019,"Kakatiya University, Warangal",State Public University
C-36082,"University Polytechnic, RGPV",Madhya Pradesh,Bhopal,www.rgpv.ac.in,2011,Urban,Constituent / University College,University,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-1073,"University Polytechnic, Shahjahanpur",Uttar Pradesh,Shahjahanpur,www.iul.ac.in,2010,Rural,PG Center / Off-Campus Center,University,U-0519,"Integral University, Lucknow",State Private University
C-48389,"UNIVERSITY TEACHER EDUCATION CENTRE, CALICUT",Kerala,Kozhikode,www.cuteccalicut.uoc.ac.in,1982,Urban,Affiliated College,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48390,"UNIVERSITY TEACHER EDUCATION CENTRE, CHAKKITTAPPARA",Kerala,Kozhikode,-,-,Rural,Affiliated College,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48400,"UNIVERSITY TEACHER EDUCATION CENTRE, KANIYAMBETTA",Kerala,Wayanad,-,-,-,Affiliated College,-,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48397,"UNIVERSITY TEACHER EDUCATION CENTRE, KODUVAYUR",Kerala,Palakkad,-,-,-,Affiliated College,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48394,"UNIVERSITY TEACHER EDUCATION CENTRE, MALAPPURAM",Kerala,Malappuram,https://cutec.uoc.ac.in,-,Rural,Affiliated College,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48395,"UNIVERSITY TEACHER EDUCATION CENTRE, MANJERI",Kerala,Malappuram,-,-,-,Affiliated College,-,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48398,"UNIVERSITY TEACHER EDUCATION CENTRE, NATTIKA",Kerala,Thrissur,-,-,-,Affiliated College,-,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48401,"UNIVERSITY TEACHER EDUCATION CENTRE, SULTHAN BATHERY",Kerala,Wayanad,-,-,-,Affiliated College,-,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48399,"UNIVERSITY TEACHER EDUCATION CENTRE, VALAPPAD",Kerala,Thrissur,-,-,-,Affiliated College,-,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-48391,"UNIVERSITY TEACHER EDUCATION CENTRE, VATAKARA",Kerala,Kozhikode,http://cutec.uoc.ac.in/vatakara,-,Urban,Affiliated College,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-27060,"University V.O.C College of Engineering,Tuticorin",Tamil Nadu,Thoothukkudi,http://www.annaunivtut.in,2009,Urban,Constituent / University College,University,U-0439,"Anna University, Chennai",State Public University
C-31525,UNIX COMPUTERS RAJGARH,Madhya Pradesh,Rajgarh,https://unixcomputerrajgarh.blogspot.com/,1996,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-978,U.N.MEHTA ARTS COLLEGE-MORBI,Gujarat,Morbi,www.unmacollege.in,1960,Rural,Affiliated College,Private Aided (Government Aided),U-0151,"Saurashtra University, Rajkot",State Public University
C-5799,U. N. Mehta Institute of Cardiology & Research Centre,Gujarat,Ahmedabad,www.unmicrc.org,1992,Urban,Recognized Center,State Government,U-0136,"Gujarat University, Ahmedabad",State Public University
C-64036,UNNAMALAI COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Thoothukkudi,https://ucaskovilpatti.org,2020,Rural,Affiliated College,Private Un-Aided,U-0464,"Manonmaniam Sundaranar University, Tirunelveli",State Public University
C-27068,Unnamalai Institute of Technology,Tamil Nadu,Thoothukkudi,uitkovilpatti.ac.in,2009,Rural,Affiliated College,Private Un-Aided,U-0439,"Anna University, Chennai",State Public University
C-46300,"UNNATI MANAGEMENT COLLEGE, DAULATPUR, FARAH, MATHURA",Uttar Pradesh,Mathura,www.unnaticollege.com,2009,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-63888,UNNATI PHARMACY COLLEGE ,Uttar Pradesh,Mathura,www.unnatipharmacycollege.com,2019,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-62235,"UNOPOS College of Professional Studies, Jagatsinghapur",Odisha,Jagatsinghapur,www.ucpsindia.com,2018,Rural,Affiliated College,Private Un-Aided,U-0366,"Utkal University, Bhubaneswar",State Public University
C-39821,"U.N.S.College,Mugpal, Jajpur",Odisha,Jajpur,unsmohavidyalaya.com,1977,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-59731,UNURKHA TIWARI DANPATI SHIKSHAN PRASHIKSHAN MAHAVIDYAL BEWANA AMBEDKERNAGAR ,Uttar Pradesh,Ambedkar Nagar,www.utdcollege.in,2017,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-13473,Upadhi Mahavidyalaya,Uttar Pradesh,Pilibhit,http://www.upadhimahavidhyalaya.com/,1964,Urban,Affiliated College,University,U-0525,"Mahatama Jyotiba Phule Rohilkhand University, Bareilly",State Public University
C-28652,"UPADHYAY NAYAN SAGAR JAIN DEGREE COLLEGE, SHAMLI",Uttar Pradesh,Shamli,https://www.unsjaincollege.in/,-,Rural,Affiliated College,Private Un-Aided,U-1213,MAA SHAKUMBHARI UNIVERSITY,State Public University
C-48109,UPASANA COLLEGE OF NURSING,Kerala,Kollam,www.upasanacollege.edu.in,2005,Rural,Affiliated College,Private Un-Aided,U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-47137,"UPCHAR COLLEGE OF NURSING, JAIPUR",Rajasthan,Jaipur,www.libertyhospital.in,2005,Urban,Affiliated College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-8744,U.P. College,Bihar,Samastipur,www.upc.ac.in,1971,Rural,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-54833,"Updesh Singh Chauhan Mahavidyalaya, Bewar",Uttar Pradesh,Mainpuri,usdegreecollege.org,2012,Rural,Affiliated College,University,U-0509,"Dr. B. R. Ambedkar University, Agra",State Public University
C-63023,UPENDRA JEET SINGH MAHILA MAHAVIDYALAYA ,Uttar Pradesh,Prayagraj,https://upendrajeetmmv.in/,2019,Rural,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-16870,"Upendra Pai Memorial College, Kunjibettu, Udupi-576102",Karnataka,Udupi,www.upmcmanipal.org,1991,Urban,Affiliated College,Private Un-Aided,U-0233,"Mangalore University, Mangalore",State Public University
C-60230,"U. P. Institute of Design, Noida",Uttar Pradesh,Gautam Buddha Nagar,-,-,Urban,Constituent / University College,University,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-72199,UPKAR FOUNDATION MANGRAULI JAGDISHPUR MUSAFIRKHANA AMETHI,Uttar Pradesh,Amethi,http://collegefinder.rmlauexams.in/ViewCourselist.aspx?Id=OTY4,2021,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-76816,UPKAR INSTITUTE OF MEDICAL AND ALLIED HEALTH SCIENCE VPO SISAR KHAS ROHTAK,Haryana,Rohtak,-,2024,Rural,Affiliated College,Private Un-Aided,U-1048,SHRI VISHWAKARMA SKILL UNIVERSITY,State Public University
C-33691," Uran Education Societys College of Management and Technology,  Palak Maidan, Bori, Near N.M.M.T. Stop, AT Uran, Dist. Raigad.",Maharashtra,Raigad,www.uescmt.com,2008,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-8737,"U.R. College, Rosera",Bihar,Samastipur,www.urc.ac.in,1960,Urban,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-60631,Urdesh Shiksha Mahavidhalaya,Madhya Pradesh,Ashoknagar,www.usmesagarh.in,2016,Rural,Affiliated College,Private Un-Aided,U-1395,Krantivir Tatya Tope Vishwavidyalaya,State Public University
C-25762,Urdu Arts College (Eve),Telangana,Hyderabad,-,1962,Urban,Affiliated College,Private Aided (Government Aided),U-0027,"Osmania University, Hyderabad",State Public University
C-76074,URMILA COLLEGE OF LAW,Uttar Pradesh,Ayodhya,urmilalawcollege.org.in,2024,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-72260,URMILA COLLEGE OF PHARMACY KOTSARAI AYODHYA,Uttar Pradesh,Ayodhya,www.ugoi.in,2019,Rural,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-12070,"URMILA DEVI DEGREE COLLEGE, RASAR, BARAUT, HANDIA, PRAYAGRAJ",Uttar Pradesh,Prayagraj,www.urmiladevidegreecollege.org,2011,Rural,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-65811,URMILA DEVI SADANAND YADAV GURUKUL DEGREE COLLEGE,Bihar,Sitamarhi,www.udsygurukul.com,2020,Urban,Affiliated College,Private Un-Aided,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-60662,URMILA GOSWAMI COLLEGE OF NURSING,Gujarat,Ahmedabad,https://monarkuni.ac.in/faculty-of-nursing/,2018,Rural,Constituent / University College,University,U-1129,MONARK UNIVERSITY,State Private University
C-72250,"URMILA GRAMIN SIKSHAN SANSTHAN KOTSARAI, SOHAWAL, AYODHYA ",Uttar Pradesh,Ayodhya,www.uctm.co.in,2016,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-76253,URMILA INSTITUTE OF LAW,Uttar Pradesh,Ayodhya,www.ugoi.in,2025,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-53548,"URMILA LAW COLLEGE,TULSHINAGAR,ALLAHABAD",Uttar Pradesh,Prayagraj,www.urmilalawcollege.com,2015,Rural,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-42363,"URMILA MAHAVIDYALAYA, UNCHGAON, RAMPUR BHAGAN, FAIZABAD",Uttar Pradesh,Ayodhya,www.urmilamahayalaya.in,2007,Rural,Affiliated College,Private Un-Aided,U-0510,"Dr. Ram Manohar Lohia  Awadh University, Faizabad",State Public University
C-72677,URMILA MAHILA MAHAVIDYALAY    ,Uttar Pradesh,Sonbhadra,www.urmilammv.org.in,2024,Rural,Affiliated College,Private Un-Aided,U-0527,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi",State Public University
